group	CADD_splice	spliceAI	MMsplicing_abs	Trap	dbscSNV_ADA_SCORE	dbscSNV_RF_SCORE	SPIDEX_dpsi_abs	SPIDEX_zscore_abs	maxscant_diff_abs
1	21.29060066867413	5.7812103703467965	11.70351765051133	5.219792741644001	37.62528522447	4.833180098456048	2.1709769298164865	2.199520461864703	14.90686915910501
1	1.9467907187389304	16.656185094389436	4.262689704328066	7.638333641353441	3.689533191774124	3.797912566856694	12.854072677273374	12.642179686573993	5.02457134461925
0	0.1800084897443331	0.6792332351343117	2.1083460731977515	0.3466207297951059	0.3360687607414047	0.2852923590861294	1.1028218144367667	1.0854461507293096	2.654605860484951
1	1.3979655728228078	2.7186786909086305	2.513138213106118	2.250872390390523	0.9498218293548342	0.7499956123236552	2.0852420143509693	2.1132257869909363	1.3608549711570517
1	0.71358588315396	7.31524241083463	2.714471090238127	7.140867188965954	1.7347299139465582	1.5776263774311252	4.333341073585487	4.355785282810011	4.478188294918262
1	6.556579779683459	2.527885068766176	4.652058082416971	5.878873297865514	37.62528522447	9.522960044519158	12.601014024625671	12.413904387429636	7.388646042492065
1	1.248387033285986	5.554329820277818	7.513811616712024	11.714639154205006	37.62528522447	37.62528522447	9.70837873426882	9.67343932764576	8.24008797270508
1	8.594385354550562	7.31524241083463	9.274724207268836	3.8906480081463086	37.62528522447	37.62528522447	10.524111573351837	10.456907991474754	13.311647582880129
1	1.2825282782105591	3.947999763600234	3.90722063939584	9.496151658041445	0.8029316554443567	1.4062556155576942	6.261250743130099	6.232793048753928	3.740720697467332
1	6.556579779683459	10.013527092912684	3.0283454596902937	9.61811444164615	5.775533317487388	6.516022801805796	0.5241115733518361	0.5700690902433272	6.078003150068443
1	17.291047669600502	9.255717853874494	11.884972547192811	3.652839414366136	37.62528522447	7.784514885441691	16.69106837284765	16.19513722192905	7.219261823329268
1	0.6564815076423757	3.509088164837697	3.277999806672422	5.7472588372858056	0.8428337051995791	1.864176283261601	1.6406632197284936	1.6527223952185803	2.95068412939736
1	0.916335689267897	5.691256193845823	5.3721924072113705	15.53013507904369	2.411288943316241	3.250950786490287	2.8860382903084254	2.900646258400104	3.9424163754486887
1	6.556579779683459	12.272344024042294	11.604685311190376	6.195137221929048	37.62528522447	4.601975937626006	25.864372633913185	23.645885137749623	9.00994111587962
1	6.556579779683459	7.125356655268574	10.269296227488198	3.5141410389609518	37.62528522447	4.833180098456048	1.2155046508866785	1.1947083869554689	7.239083604972971
