group	CADD_splice	spliceAI	MMsplicing_abs	Trap	dbscSNV_ADA_SCORE	dbscSNV_RF_SCORE	SPIDEX_dpsi_abs	SPIDEX_zscore_abs	maxscant_diff_abs
1	11.46503430707146	8.698024484862467	5.379204197574612	3.513390638126422	37.62453482363547	37.62453482363547	3.711654337682495	3.743522807930303	5.274303228683235
1	0.7949655606233847	4.106571754665235	10.31671206697158	16.040909902682973	4.695331827635408	5.760622666680537	11.361131149885049	11.239642254089098	6.471758909676455
1	11.46503430707146	5.981006265791098	4.882956330998671	7.893256287638484	5.774782916652859	3.2804427477604685	2.404006814947244	2.41969949622755	4.53036256585407
1	17.290297268765972	22.85332227643885	7.479329436056233	9.15498157343723	37.62453482363547	37.62453482363547	6.858130386932051	6.876370417183722	8.731517798572368
1	1.8039011945183825	10.012776692078155	8.709160246909825	7.996108011623045	4.695331827635408	5.760622666680537	10.565897700796276	10.50646253322356	6.07117444898485
1	1.0282247075654636	6.428677074017632	3.943526306541956	9.495401257206913	0.7394467470702573	0.7243470157485163	6.175680640764046	6.135424892541906	1.9307957274850105
1	17.290297268765972	9.254967453039963	11.954271162044863	7.326640115316914	37.62453482363547	37.62453482363547	13.215444002983292	12.985604933776395	14.42307196252493
1	0.7394467470702573	6.839966643102544	8.14040516584946	13.45812975025266	4.695331827635408	4.34685992460818	19.5627350837966	18.75962757191065	14.381710270658544
1	11.46503430707146	8.949859945044956	3.835107837501096	6.27320830986772	37.62453482363547	37.62453482363547	10.134906211073854	10.088704234706402	4.950470636106429
1	0.765326901690116	5.553579419443288	5.125217257293521	23.822422406519408	2.9945687033549087	3.3740860781215813	5.616029842724695	5.651729242379276	6.347009665305736
1	11.46503430707146	7.483531608439264	4.271962259290151	5.878122897030984	37.62453482363547	9.522209643684628	11.582274292790768	11.43360151736804	7.542792983571205
1	8.593634953716034	8.475816648234964	6.555829378848931	4.908441809847149	37.62453482363547	7.00624175068848	4.798313694854844	4.798313694854844	5.6849450434436
1	8.593634953716034	13.215444002983292	11.486116604874775	6.478424981313738	37.62453482363547	9.522209643684628	2.604362675363995	2.6359179337066285	13.060874492345038
1	11.46503430707146	8.289661945148415	5.064577556411449	3.1856493558617505	37.62453482363547	37.62453482363547	11.625704102898592	11.496696256438115	8.39728024370287
1	11.46503430707146	10.740336603608364	4.504878219951807	3.212298081209344	37.62453482363547	5.494672976268788	7.363289656180967	7.367380984622063	5.7408755630039865
1	8.593634953716034	14.180612086784365	5.132551249724341	2.76732055881967	37.62453482363547	37.62453482363547	10.456157590640224	10.41467738209808	5.904346729389905
1	11.46503430707146	9.63802836918278	8.249355903462003	5.358535771561895	37.62453482363547	7.00624175068848	5.231540032366544	5.231540032366544	20.812122449879595
1	4.091143870522423	5.09843141796174	5.607833027169654	11.015880043596775	5.774782916652859	6.062072919662025	10.875923416257354	10.848465296430538	6.147771581224482
1	8.593634953716034	5.09843141796174	11.792547083949245	5.660009406601578	37.62453482363547	9.522209643684628	5.171876429060856	5.18919380531485	11.15070512248927
1	6.555829378848931	0.6784828342997823	4.342778209252244	5.358535771561895	5.774782916652859	3.165380684124235	11.815285066879277	11.658563867370868	2.237541028211401
1	4.091143870522423	0.6784828342997823	3.591613372052928	4.184544133063857	37.62453482363547	3.7010832700234286	17.33069704678337	16.760936516887988	0.6653422953214696
1	1.964876649168802	4.841572742722731	5.376615258708655	4.677668580841038	37.62453482363547	37.62453482363547	0.4270798983397027	0.4155031155008957	4.823305860612393
