group	CADD_splice	spliceAI	MMsplicing_abs	SCAP	Trap	dbscSNV_ADA_SCORE	dbscSNV_RF_SCORE	RegSNPs	SPIDEX_dpsi_abs	SPIDEX_zscore_abs	maxscant_diff_abs
1	1.0964999210105375	1.2409078095609298	1.2863246398695125	1.7263914750403488	2.3114264875478456	2.1529676894068746	1.1922363668343388	1.153319169697706	3.183463551630047	3.251717591131116	1.720080582935847
0	0.8316041180783168	0.4701677228938264	0.0813924380382936	1.1496308936212245	0.4184560605121465	0.5177186886452526	0.2971068253070198	0.8127997615954992	0.3967024452743068	0.3889596284274734	0.0226934275678411
0	1.160705132054502	0.4701677228938264	0.4654411363735552	1.1385848219969044	4.501104957214115	1.0010467419482336	1.033230094967552	0.8298912626749143	2.5643406186461744	2.6131238401529315	0.4029066532137765
1	0.9444142221752072	0.79068089590001	1.8850359235275085	1.3669651894212524	6.755633696065932	0.919867839726439	1.035025071153068	6.1265655777772	13.765486651779376	13.257703732422115	1.3514892004155432
1	1.160705132054502	0.8487699302250629	1.939968920262556	1.6657669528194985	2.85741251156735	1.3283781313182674	1.4078540102654789	1.1681036769767603	3.6035779846517753	3.655785312896856	1.468926139092548
0	0.5851770280524747	0.2639083363298955	1.2503305618341347	1.1294011754810371	1.4550603969913216	0.6046448745581365	0.8919836680514885	0.8110943051357139	1.3418446376709876	1.4888114523093088	0.2654118657958495
0	0.8367467413186901	1.0206859914525177	1.324538215224579	1.2768235535619992	0.5081667533745318	1.630617957377001	1.5147992318788492	1.0206859914525177	3.8401912193147263	3.9022836246913006	1.9311328138186377
1	2.44100326790892	1.848074467927872	0.6602824568375216	1.4609974379966355	0.7166420736795075	2.202014643180134	2.701811681160895	3.1952570274965635	8.095314227566933	7.890378298537966	0.8591020797907345
0	0.9992657516345588	1.1903752376783512	1.147787929528627	1.2296274270656709	4.156245703820974	0.926866946509702	1.0512133290231809	2.120574770203279	1.9421807587718027	1.9911284008882368	1.036820789524334
1	5.566987807104864	8.319999406658043	16.6106357277636	3.345442975497167	2.63642434514792	34.87138375477186	8.022930138327741	6.1265655777772	8.319999406658043	8.095314227566933	8.628562796415181
0	0.607898016896788	0.9814959035247238	0.0084961451662016	1.125733147544214	0.0842761996442716	0.5177186886452526	0.9286184870936504	0.9761790963080909	0.1805307635406604	0.1982631249663432	0.3412598435573127
1	3.765486651779375	3.2070826163390382	1.2427907251850625	3.0643917418115176	5.163267646046687	3.6426745261275095	10.997485491384571	34.87138375477186	6.202605611396876	6.132367776127251	1.6018838131118764
0	0.1045163253154172	0.4701677228938264	0.0626945179001856	1.1220682149899832	0.4954634322322508	0.2834949376634149	0.6602824568375216	0.709973443088576	3.90575937103051	4.7219802568425	0.0455060595041897
1	1.5713067460442725	2.68865521905739	3.339334753929021	3.3241016803703087	4.156245703820974	3.4225295719004416	2.176254312592701	6.1265655777772	4.007785448024382	4.054311053798373	5.071350038934401
0	0.9479322011598244	1.88721995415892	0.9356317220759895	1.1662528587859389	0.3843205557210661	0.6046448745581365	0.2399223875083695	0.7771250680574313	0.1997440950809614	0.1923442895438621	0.7855925006851899
1	4.182107637951146	4.684378768109431	7.428453923545103	2.6338292181994527	14.22680386250268	34.87138375477186	34.87138375477186	1.4947948445104418	4.569435901204352	4.5978876770243	16.063247831963952
1	1.6740788114696192	1.678240713866744	4.211853951633168	2.357435254370822	12.566894540989129	2.1715869883186265	1.6326776893667747	6.1265655777772	7.744886738499751	7.612267431821382	3.5423860553270363
1	1.5713067460442725	0.655344486073554	0.823046588572484	1.3264577488774996	4.329084656137892	1.5127946415736848	1.9333401555784977	2.120574770203279	1.1847966308495956	1.2015539949933562	1.035025071153068
1	2.7601783421913706	1.0206859914525177	6.29805879045918	2.4335645938339154	4.072339078104657	3.937166903149514	3.755398505967925	34.87138375477186	4.7219802568425	4.747230007147535	2.990540017622483
0	1.1570105807308555	0.2639083363298955	0.0626945179001856	1.1922363668343388	0.3077234234814349	1.0135341663385071	1.0046109151634872	0.8316041180783168	4.390852023615775	5.406861104641134	0.2384276551518376
0	1.0081780158314029	0.4701677228938264	0.1438192615997413	1.153319169697706	0.1923442895438621	0.817920153014776	0.6471269910598189	0.5288892308071096	1.5228268585989493	1.7137788481145186	0.1190315287305817
0	0.6013941672064925	0.655344486073554	2.049695971725449	1.1275667742630433	1.074703414435327	0.7636114209997664	0.8919836680514885	0.5577461131819919	6.364921402941199	11.069271337655806	0.9006782551777774
0	0.0842761996442716	0.2639083363298955	0.1059656644975761	1.125733147544214	0.0655658864801757	0.2834949376634149	0.2399223875083695	0.5949000429025385	0.2027075512307704	0.2264882804321516	0.0943844714505571
0	0.8711874041202798	0.2639083363298955	0.0886054355758187	1.160705132054502	1.4788574144448687	0.8919836680514885	0.8971983312583874	0.9832696200366292	4.367586192157287	4.410335882311478	0.2759511719677353
1	1.1570105807308555	0.4701677228938264	1.565217081827481	1.100143331307304	14.079571294295617	1.274925828026436	1.904731852156554	6.1265655777772	3.058666039177249	3.1191657513413413	1.6657669528194985
0	0.7974747100645494	0.2639083363298955	0.0655658864801757	1.100143331307304	0.1394346627224869	0.7585546245980226	0.3382003543014882	0.4796363563371799	2.2445003117549005	2.282617461050552	0.0127504587985183
0	0.6817454477356379	0.2639083363298955	0.709973443088576	1.1294011754810371	0.2925647874319417	0.2834949376634149	0.158466644182479	0.8937211935073646	2.8903137660378504	3.251717591131116	0.0929389913842816
1	1.3863880519334872	2.8710910892341617	0.9637984673846932	1.3553530305805754	4.501104957214115	0.969100130080564	1.047610720090728	2.2137745875957595	1.8372630488044448	1.8828529906747988	0.8677310212724754
0	0.607898016896788	0.2639083363298955	0.0312341280962361	1.1294011754810371	0.1702202232618252	0.2834949376634149	0.2399223875083695	0.731684037291252	1.049411650997328	1.1349090326796876	0.0655658864801757
0	1.3863880519334872	0.7116396410062062	1.151474640122715	1.758084231733933	16.063247831963952	1.280621494179235	1.2409078095609298	2.7441822105934417	1.1847966308495956	1.2015539949933562	1.376665762628008
1	3.1249718281673804	3.48835677310905	2.1274957992680763	1.8286332500005824	0.986819227769198	4.163619126337518	3.24872761179165	2.7441822105934417	2.0633244708351968	2.333159367691132	3.4788915790557957
1	1.7793419580677887	0.79068089590001	0.8470502925787451	1.274925828026436	3.682126226514098	1.6244446161541182	1.5369110098043608	2.7441822105934417	5.309699450018232	5.309699450018232	0.2578994182920355
1	1.4511068738971469	1.9113170616351416	2.342853444972933	1.93775820765741	6.432829528540253	5.044149878086412	3.2219100285534488	1.2768235535619992	7.140836821129239	7.010971652346322	2.715008120421248
0	1.542961084828349	1.094679361428634	1.089222257273086	2.1090641755535287	1.0314358603545362	1.7095827658373388	1.7665748401451131	2.7441822105934417	7.428453923545103	7.320261090821153	2.1390554143414087
1	1.6450566378496307	0.2639083363298955	0.9903717390666988	3.3915305479338134	0.8453313355727174	3.4225295719004416	2.670302874371313	2.7441822105934417	4.967995206895851	5.012630181687928	2.042897726425417
0	1.1129193916803053	1.0206859914525177	0.2729373308897867	1.1922363668343388	0.2654118657958495	0.8076854000791895	0.8781084331850765	0.2684204871971108	0.0455060595041897	0.0412195533305431	0.2669159159646599
0	0.1746360292538844	0.4701677228938264	0.1982631249663432	1.147787929528627	0.440319187399204	0.2834949376634149	0.3382003543014882	0.8867752586896326	1.904731852156554	1.9532568801006744	0.0412195533305431
0	0.9216165592262218	0.4701677228938264	0.7619251678941201	1.1662528587859389	0.2940782723118811	0.7434194676064309	0.5049874378452579	0.285005264515372	5.338620388098821	5.328958660378616	0.3366714175425063
1	0.612782303993461	0.9303707343714184	0.3735152849141312	1.1422637250707988	0.3077234234814349	0.5177186886452526	0.158466644182479	1.0404144552809225	4.036357556469191	4.079571294295617	0.3719738670384884
0	0.671826269874286	0.2639083363298955	0.1864335097011714	1.1294011754810371	0.8127997615954992	0.6652260485142147	0.7737427121084031	0.9286184870936504	4.743011507720143	6.086165799759799	0.6784365372372597
1	2.304206294996995	2.333159367691132	3.7587586181812114	2.8112249871384187	2.574565331595107	3.778974068889832	2.1576150358311192	6.1265655777772	0.6619296955521425	0.6504121234547612	4.9282122280754965
1	0.7133064784164318	0.9303707343714184	1.4728959243954942	1.482836292248634	2.704447763074322	0.8954594143906979	1.0063940992653333	1.6740788114696192	1.6162271211403834	1.6595434817487238	1.734820288591551
1	3.9406706910112304	2.736206184808816	1.7116803002026877	2.551593486456822	8.829123223927164	3.4225295719004416	12.318658703738803	6.1265655777772	6.6106357277636	6.51447803984761	2.954079821143302
1	4.182107637951146	3.5744848327788548	1.968811060826684	2.6390210237418894	7.12621409748637	5.044149878086412	12.318658703738803	6.1265655777772	8.086199964370726	7.890378298537966	2.493433822032639
1	1.530869351302946	1.049411650997328	1.5188111904265469	3.3853572067109305	5.338620388098821	1.5127946415736848	2.1390554143414087	2.120574770203279	3.809474782137712	3.867678303596236	1.427461017920758
1	2.304206294996995	0.9006782551777774	0.9233659831447548	4.81528930116906	2.362306757763305	2.095291611730953	2.835616004992139	1.1385848219969044	1.4235325284452582	1.4530831855667614	2.428612546753436
0	0.5065768046769152	0.655344486073554	1.2616649175125056	1.118406372598475	0.9532145186393765	0.6652260485142147	0.919867839726439	0.3967024452743068	12.618290937513237	34.87138375477186	0.9006782551777774
1	1.484827098984862	0.655344486073554	1.3053893975221569	1.2015539949933562	4.910647209919111	1.3053893975221569	1.4412387832641882	3.1952570274965635	5.126266827398581	5.126266827398581	0.6095255023267512
1	1.390283069969488	1.9113170616351416	4.011346698588046	2.1856040359434323	15.328958660378616	3.278720443836922	2.478388963502939	3.1952570274965635	7.812746631932672	7.669790720712296	5.257172814107381
0	0.9303707343714184	0.4701677228938264	0.8281790825545579	1.147787929528627	0.285005264515372	0.6652260485142147	0.5049874378452579	0.6504121234547612	6.286011779075473	10.805981950432312	1.1385848219969044
1	9.833476924200053	6.208510363929916	12.318658703738803	3.3271440236253955	2.0975840080993184	4.477242563010494	7.753311464359955	34.87138375477186	4.91942083880007	4.9458485764505085	2.453429441819877
1	4.182107637951146	7.003869533316252	4.561340941136496	2.574565331595107	1.720080582935847	1.4098107324517817	2.218487496163564	2.120574770203279	9.874512928587826	9.582216751995317	3.819689474778549
0	0.1790563297057437	0.2639083363298955	0.0070789662275264	1.123900294670826	0.0469358355892125	0.6950063582495685	0.7083078841730389	0.9216165592262218	0.4418850589932482	0.4685916224159828	0.0426479186843274
1	5.835058593929487	7.436286107487567	2.7735536062867148	2.1367410285584016	5.602816665274942	2.592516708635129	2.074714314287309	34.87138375477186	2.2587550668469296	2.3018022291625466	2.176254312592701
1	1.7179789884989825	0.5722467771343197	2.926240335947192	1.5571107895644345	6.432829528540253	2.9401377712272487	2.7762336093455557	6.1265655777772	2.7441822105934417	2.786970190386191	2.926240335947192
1	8.63889085079286	11.23526395585042	6.1265655777772	2.5236808031627	4.072339078104657	34.87138375477186	3.3761136172283868	3.5041780832077976	2.602808051884629	2.652027756491812	8.516546286622743
0	1.2409078095609298	0.2639083363298955	0.4528619970389471	1.188514905750555	0.6834008488683292	1.015321018788743	0.967332189971056	1.0855879936141168	2.678158670578497	2.7176522269376457	0.0929389913842816
