group	CADD_splice	spliceAI	MMsplicing_abs	SCAP	Trap	RegSNPs	SPIDEX_dpsi_abs	SPIDEX_zscore_abs	BPP_diff_pct_abs	LaBranchoR_diff_abs	RNABPS_diff_abs	SVMBP_diff_abs
0	11.628710603870026	2.404401962684351	1.715012816715552	17.123722857877542	3.038464208694853	5.97917246256007	5.054534031205979	5.500299504232444	0.9784679346537606	10.767036934787114	8.844882815559513	3.2994807377502684
0	12.545309754265686	2.404401962684351	1.397855193954981	17.07408866256204	8.049362133865486	1.411678429547369	11.577369443879295	12.109824563411548	0.9784679346537606	2.278270129888847	4.324816731564278	3.3452474646686534
0	8.822680834021936	2.404401962684351	5.629290089580391	17.107115018062895	5.380595579380493	5.019543291250455	1.9325368938072327	2.0473350706415334	0.9784679346537606	3.8121270226166617	2.6628526480806043	7.147081049977033
0	5.588202320303091	2.404401962684351	3.791992078330973	17.07408866256204	3.5216638443073567	0.6276143115707307	3.546418332761184	3.6506096709271088	1.3175750330593177	5.049370619803524	0.88331353752677	6.244060224840813
0	7.875782685478948	4.276175241121148	3.090742237706396	15.53824948198374	1.7743244822264317	1.789888866027085	5.741603587539805	5.884330766215808	2.914874836764337	5.4900068059661065	6.600749874605738	3.0151428499257635
0	6.030614518780225	2.404401962684351	1.0948110859477955	17.07408866256204	1.5445504827245506	2.11192311132338	6.873176574853179	6.9492315470814425	1.3210728243036884	8.68702847331115	5.812380877382124	4.474097943951666
0	10.211247679432365	2.404401962684351	7.428706841952165	17.07408866256204	2.93766253129724	1.6650139961843813	5.323057634445886	5.4957219598623785	1.29012793126035	1.9059314733284192	3.1583226054002327	7.661534901673548
0	8.972884097975184	2.404401962684351	1.8177518525536864	17.787647747918722	4.0285632695328015	2.9925887420106	9.835056217163723	9.712539070791712	2.199383917251307	20.462274228095847	1.7530141269847968	9.016403508363988
0	30.8762010796781	2.404401962684351	5.564896952763974	15.53824948198374	10.84473032733624	14.606268764360347	2.518142778542452	2.701148358940315	1.4583772108822204	4.394375773660968	7.132050654904917	6.60222531026424
0	12.692742269288882	2.404401962684351	0.7809195619063192	17.328134460302987	6.930092574561385	1.9908323304144715	1.975040712594175	2.0983006408353435	1.487366520481947	1.148704315810292	5.512912686170141	6.543595397639724
0	13.160994364831796	2.404401962684351	3.5478788825711605	17.310727844539976	9.584577346048263	3.219515532087959	7.762516014022042	7.80124070054597	2.731908877200051	5.4197567538257925	7.1087729470080285	7.221321230769103
0	12.09411769341924	2.404401962684351	1.1981693960651372	17.07408866256204	1.8576566798817329	4.359016776638938	5.517508395402202	5.683889185761052	1.4819162648169937	8.947486687472457	4.919235195957045	6.417329766829662
0	13.625999460136356	2.404401962684351	3.3809459791145677	17.07408866256204	8.525509889527909	8.109494581632735	6.163283969088714	6.296006674537597	1.5376485188535387	4.089362203578944	4.768631877243822	6.500136614526778
0	13.723766848801873	2.404401962684351	4.663493835519974	17.04131156494968	14.65311867736387	3.355716601483714	4.321324214432726	4.752216057382229	1.538108308681826	2.6831551907399613	1.7260422193020244	7.875782685478948
0	13.886501036317911	2.404401962684351	3.828458287487496	17.14039445155217	3.704036504662913	2.994517368266423	19.82884757447797	20.608269313798733	12.70475595556396	5.466084951070069	4.100131552473169	5.485440091750333
0	13.95013506587648	2.404401962684351	4.022855840994628	17.190796697947405	7.092222070196723	4.351100520599744	18.502591921732066	19.115288489121287	1.5385681471934565	3.1656739025327907	0.9170584222894368	5.637554497058213
0	15.4242548845428	4.276175241121148	14.300427887900163	22.42522067953553	11.66643457456014	6.877891188834226	14.885313561556131	15.458140191574124	1.5778334584979383	15.596388835109892	6.313921433447472	8.187444264935873
0	13.068447137580176	4.276175241121148	3.875460313562801	17.15713029044783	9.970734979156106	4.838853938676438	21.512891878371875	22.65689933005579	1.5284629299405983	3.8675912321944135	7.031526480481947	7.75096562205672
0	13.10127378532025	2.404401962684351	9.044797305199491	17.04131156494968	12.597810733950588	5.300035533026914	22.65689933005579	23.966190333030664	1.524794127340971	4.882333157811781	2.7647180735623618	9.81955122097675
0	6.699220035254486	2.404401962684351	0.0810997551150779	17.07408866256204	12.385917743251207	5.688669532769874	3.181756419855467	3.443241936246137	7.264075512061202	2.434254369363789	0.2254990932991387	6.238628148061291
0	7.466354896579213	2.404401962684351	1.686371617158768	17.04131156494968	3.9317445880896127	7.410893261525983	0.1005401535960112	0.0614187026159949	7.610980543322824	4.18472345192738	8.795698316834528	5.2091484680075535
0	0.6654362731178164	2.404401962684351	1.0477348705694238	17.008779990972464	11.242616375350336	0.4658649226526312	0.1293662139742327	0.092621692414508	6.373709996484489	0.6609252939337167	4.149346281441791	5.153823582007945
0	0.1283690202568594	4.276175241121148	2.9688725059202588	17.008779990972464	13.174377872554416	2.1072028037067945	1.2439052742525232	1.1973190887067613	8.295054944255474	4.432710545237714	6.425823142716012	7.911543640849406
0	7.988020085545071	2.404401962684351	6.513128647939043	15.53824948198374	0.5219036978326165	2.5609935150563974	0.5215398299744144	0.5709398276222873	3.3907971219428457	4.252057278517064	5.928332609888097	7.117072098815096
0	6.871606173527432	4.276175241121148	5.9409868869616815	17.008779990972464	4.220391169498568	1.6343483521550708	7.965743332104297	8.35871309675104	3.5354798378029577	5.170771680859124	2.6361267494673357	3.0151428499257635
0	13.429715828834809	17.965743332104296	12.70475595556396	17.398467087615025	2.6706041820458326	4.819233644094801	13.167680963256656	13.739005267309638	4.181341754408621	10.604558980536718	7.1087729470080285	3.9493338584544073
0	15.258684205058527	5.649388141488883	4.171212432454561	17.07408866256204	11.307534547023364	3.248733607906846	3.3375861054515217	3.615600750282618	4.632442424066552	4.885313561556131	3.962170948367058	9.094282669117804
0	0.716129758599727	2.404401962684351	1.2892594291438608	16.99260513123627	0.457610759044317	1.134853888122478	2.3001352223624587	2.456353033776961	3.0927149585302462	2.4888547090941	2.378099658657395	3.8160098523961175
0	13.611151771079443	11.04527125426868	8.677499243335415	15.53824948198374	9.057765200230374	1.4637979873118536	1.1114507416252937	1.0654318035826569	2.6945422049998142	2.7812160899011102	0.9055159694747136	3.8160098523961175
0	10.054878121833031	8.443565103375192	3.781959504762804	15.53824948198374	3.397847358587	5.974061611933128	3.3543192575787915	3.644630740615678	3.404909059035621	4.711923371103379	2.40664782947986	3.0151428499257635
0	1.4964655072987385	5.649388141488883	6.1300656273998735	17.008779990972464	11.307534547023364	9.98036101520418	0.6309712493744307	0.6771113691999059	4.404150180448652	2.5925319834362472	5.302222863629199	11.924990506471415
0	2.151459812297958	7.710779461255813	8.488898968237276	17.008779990972464	5.854413691636696	6.037087831677961	0.668446197742521	0.7184135157876902	7.498886470556432	5.261934506933352	8.392009540084135	12.476281363554625
0	0.9350300803647652	6.73102552743292	18.41211063195809	19.276156688055835	0.7975599589380783	2.324314656203023	4.225510554946803	4.646529185748939	30.8762010796781	22.965038804197988	23.160994364831797	12.56856520377742
0	0.7294686369428229	6.73102552743292	20.91586295185412	19.276156688055835	8.917204555585762	2.7452456808160464	4.138454352775771	4.549787926947801	8.718143669866906	22.04733507064153	18.810395267642285	12.668814138129978
0	1.628710603870024	2.404401962684351	2.278815417706631	15.886833183351614	2.4831350390733347	0.6956298061807418	1.961840262251884	2.0815929700477582	1.82167679165412	3.506444497701612	2.2408096573038243	7.583147005504582
0	1.294907799971312	4.276175241121148	6.400392683995268	16.418744176488484	8.343261688465917	0.2517487710042517	1.8448077213405387	1.9684354720524275	9.816456853322483	13.121089537503748	9.44037602427774	11.453865060015003
0	3.720725570793108	2.404401962684351	10.931829678732068	17.04131156494968	0.9174569855732508	4.668218022670278	0.0985591843573016	0.1343556199751216	4.141802806927023	1.4174883900379942	6.735588243474069	3.0151428499257635
0	1.7597833587567822	2.404401962684351	7.826598186753964	17.04131156494968	8.343261688465917	0.2367295332074868	0.9486581601998942	1.0121484977573565	7.255490917807176	5.294572021400547	2.715596760907685	5.79519079911022
0	6.8216508297022616	8.443565103375192	11.094811085947796	17.008779990972464	2.097777552027842	0.2709395944561143	1.976057795694615	1.9471638630662929	17.451974271456038	0.3419241277123514	0.1577156069343605	6.637786981380208
0	8.292876391503981	11.444854797822424	15.596388835109892	17.469957505511665	12.248384248418716	3.4042023720567567	3.334108132318552	3.6081883149296345	17.48801551414429	0.0548781218330302	1.051844005911486	6.7432034388655815
0	0.3415750304235466	4.276175241121148	4.677681841667014	17.008779990972464	3.5216638443073567	7.867875637652446	5.545185248407075	5.985569495413587	16.562563438088226	0.747828832626378	1.338604162345812	15.258684205058527
0	3.835476244553079	2.404401962684351	7.366676377648309	17.008779990972464	6.615526836187712	3.03716528695075	5.061773136045148	5.504881878510418	16.504462975321918	1.1896738048993654	0.0985591843573016	6.5830836340324685
