group	CADD_splice	spliceAI	MMsplicing_abs	SCAP	Trap	dbscSNV_ADA_SCORE	dbscSNV_RF_SCORE	RegSNPs	SPIDEX_dpsi_abs	SPIDEX_zscore_abs	maxscant_diff_abs
1	7.054072412254265	5.565539741280503	9.771478607874204	6.167615762266151	7.560948868988042	17.980853622159735	9.354842213840104	8.504734316756617	5.653201981105185	5.6570538171173546	15.802027998172184
0	6.103083448350974	2.325595214259073	4.424074974147897	5.252595981287214	6.250757799257064	6.215556432725667	6.667778388692956	3.4555551025783213	0.28573766705498	0.2745646616152775	0.9845783393618296
1	10.79810202684568	8.128086190366798	12.673812794236792	9.731907082900037	8.189786523125731	8.702174898714187	6.633867883185172	9.49243381067842	11.206996496846273	11.01755454046163	11.405080430381796
1	11.522464463094238	6.816185020426325	11.01755454046163	10.265646907313428	10.72322181292018	17.980853622159735	11.290785812573978	5.968538095642842	0.8462027526235663	0.8132342540680844	6.806131902930278
1	8.32299462747075	7.294498038395172	12.771851829177235	13.528114747483055	6.721607126260222	7.161709763617297	6.250757799257064	11.097734260620111	0.6569160239300486	0.6289792108187544	12.392313968097044
0	4.078462829093271	1.8051320470976344	1.1520217777340938	5.442775953709411	4.178741205043673	4.035806183459006	4.892300290400356	5.5242316970353	1.2014676039047174	1.2724937775466303	1.9520362138663745
1	8.32299462747075	7.9350346384129296	14.357857098130696	9.811414014044766	1.7908694897173132	7.118334173899735	11.290785812573978	6.313055207070767	2.4767169041178905	2.5364146800935057	9.49243381067842
1	11.522464463094238	7.9350346384129296	7.9090677758884995	12.447172947877354	11.152021777734094	8.252376082595882	7.443086959424433	11.097734260620111	16.63386788318517	15.569314574042304	7.211030802682867
1	2.767887479455105	3.652617832979432	0.1720097202571089	5.509307473348468	5.501864549814614	4.121542610169512	4.306729622924298	3.589920150337656	7.373875218623617	7.339678626042244	1.5343792711684243
1	3.291564971580595	2.6699368949888767	5.442775953709411	6.167615762266151	4.92148032057248	5.169142111847604	5.362819899537096	5.939653795600486	12.356122551829737	12.043295336765905	5.186396583566648
1	8.804366550531048	8.128086190366798	14.777502113566054	17.72531257743585	8.497316817397515	6.736404226840702	6.581109207848438	12.16228756976298	18.772666082635983	17.368157054770506	11.643109577108044
1	7.941550685875409	7.67596040068073	6.107355898099415	6.426573034597731	6.682392911129292	5.846078530749313	6.2199410316029216	7.006492504374599	5.774226701831308	4.6841018510246215	5.546714636733317
1	15.036859454510052	10.155693064298797	18.852355379348737	15.96439998687904	16.781100451392234	17.980853622159735	13.16599302093861	12.16228756976298	2.7579924083733176	2.815700198914928	16.399056924689944
0	5.270185899294354	6.06905432366069	5.715245105118035	5.252595981287214	13.411674935845978	4.503119630096659	2.956168591754416	6.706860270600167	1.2014676039047174	1.2724937775466303	3.9309623515175622
0	4.950857736890877	1.8051320470976344	5.82600015555474	5.501864549814614	4.619896639980658	3.738473816640471	4.898767819248688	4.403814615022187	0.4221050654348194	0.4002262039530641	4.236703197386551
1	28.394780473741985	11.704712664156228	17.663709490387667	14.054416933538842	23.38875696805013	17.980853622159735	17.145393107658983	11.097734260620111	2.0449724732297	2.08541928310007	11.434130336815867
