group	CADD_splice	spliceAI	MMsplicing_abs	SCAP	Trap	RegSNPs	SPIDEX_dpsi_abs	SPIDEX_zscore_abs
1	1.2619938911004396	5.822625317361181	0.0570197882447017	18.120559141493185	1.2185983412080508	1.454419463066334	0.0379298901713906	0.0814380162125361
0	0.8736003051008329	3.0000126763010404	0.1289215870668787	15.642714304385626	10.934903537499192	0.4101520188204494	7.085153222422492	7.209754448019861
1	24.48878011736493	13.656940232351944	19.559624898335983	28.01060529847856	10.051805125037802	18.34918797108823	1.7703640519999402	1.7267159979754398
0	2.832051109178269	3.0000126763010404	1.7652061596846047	17.49908007400474	10.051805125037802	6.315330402945625	0.1697841224499945	0.2056319926703207
1	10.809012264418987	19.88147173205	1.264289923307782	18.468180204085307	8.553458157879954	3.3308265456806287	27.041505168397997	31.020905255118368
0	2.97610336405844	3.0000126763010404	0.0674679363931142	15.642714304385626	1.6784464448876557	1.232255411641798	7.264269115509514	7.422550431719487
0	18.97970542855912	9.915008152125878	7.967391560652129	16.788446515750287	13.945203494139005	34.03120521175818	2.5637250754517806	2.5390140852043794
0	9.528714128564568	16.396925276128805	1.3220888176533685	19.407225232768617	6.442086287778444	9.513340856515276	2.641865809188943	2.63871303604211
0	8.087279708003912	7.413078356385566	6.964027388390591	17.04150516839799	4.445566379538505	4.651014236996076	7.246021421357041	7.394195957861697
0	7.892786992997487	3.0000126763010404	2.072208687665842	16.472456655033266	1.31046733675808	2.387676653913808	1.0448573805138237	0.9927674628716344
1	10.999244637553293	19.88147173205	22.270292621201367	22.89177168868981	4.445566379538505	15.457880247445496	1.2988768713277223	1.2413840431037475
0	0.3057672041674761	3.0000126763010404	3.745492684832803	15.642714304385626	2.072208687665842	2.809046429029913	1.830124331357628	1.9066656013554208
0	3.696967656888682	3.0000126763010404	0.3781977253783056	18.120559141493185	1.2185983412080508	0.1537486156695425	1.4808935783026655	1.444832384517415
0	5.567834090460126	6.755792641472615	4.527556667996948	18.23336924559008	6.627578316815741	15.457880247445496	1.073335809242086	1.02307727057701
0	3.648978828070995	3.0000126763010404	7.547605101948863	18.716416041335627	2.8584922552005363	8.0323744910213	0.0068717495650597	0.0379298901713906
1	28.01060529847856	34.03120521175818	34.03120521175818	23.61727836017593	22.5699248549758	34.03120521175818	11.383026981662814	11.9093291677186
1	12.099959228213564	22.89177168868981	10.28372175165714	21.24366920222989	9.685516171416191	34.03120521175818	1.003568127028362	1.060168710265614
0	2.84525155952056	3.0000126763010404	0.7209835013398924	18.120559141493185	10.0	8.56577857697687	2.0583996305019863	2.0008763416110726
0	6.411926827552889	3.0000126763010404	1.7652061596846047	17.129244411473042	1.155427120971125	3.733310503439623	9.103601321489805	9.21677892673513
0	9.377376697273997	3.0000126763010404	3.5196799872843663	17.310226632401005	0.5384299370786263	5.693361465193389	2.009047453746864	2.111109285221478
0	4.213019140051543	3.0000126763010404	9.482756611673077	16.396925276128805	6.755792641472615	6.315330402945625	0.3856952582184595	0.3464768273545604
0	2.989749706218098	6.755792641472615	7.050199755524281	16.322685095336738	10.913666601200635	8.56577857697687	8.302489189753377	8.384544569237285
